Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH,Pack_SOH
NMC,54,J2-300,2.1,1.7876,5,50,42.56190476190476,3.8873,3.9043,3.9105,3.8932,3.8888,3.8727,3.8662,3.8836,3.887,3.9211,3.9326,3.8981,3.8901,3.8563,3.8445,3.878,3.8864,3.9546,3.9769,3.909,3.8929,0.8512380952380952,3.8968619047619044
NMC,11,D4-500,2.1,1.6765,5,50,39.916666666666664,3.8888,3.904,3.9096,3.8944,3.8904,3.8749,3.8693,3.8845,3.8879,3.9186,3.9295,3.8991,3.8916,3.8625,3.8501,3.8805,3.887,3.9474,3.9698,3.9096,3.8944,0.7983333333333333,3.897328571428571
NMC,43,I4-400,2.1,1.7245,5,50,41.0595238095238,3.8885,3.904,3.9099,3.8941,3.8901,3.8743,3.8684,3.8842,3.8879,3.9202,3.931,3.8991,3.8913,3.8591,3.8482,3.8792,3.8867,3.9515,3.9732,3.9093,3.8941,0.8211904761904761,3.8973476190476184
NMC,16,E3-500,2.1,1.6929,5,50,40.30714285714286,3.8895,3.9043,3.9099,3.8947,3.8907,3.8758,3.8699,3.8854,3.8885,3.9192,3.9301,3.9006,3.8919,3.8622,3.8507,3.8811,3.8879,3.9462,3.9704,3.9105,3.8944,0.8061428571428572,3.897804761904762
NMC,26,H3-400,2.1,1.7239,5,50,41.04523809523809,3.8895,3.9046,3.9112,3.8953,3.891,3.8755,3.869,3.8848,3.8885,3.9211,3.9319,3.8997,3.8919,3.8594,3.8482,3.8811,3.8876,3.9527,3.9741,3.9096,3.895,0.8209047619047619,3.89817619047619
NMC,21,E4-400,2.1,1.7229,5,50,41.02142857142857,3.8904,3.9059,3.9118,3.8966,3.8922,3.8767,3.8712,3.8867,3.8901,3.9208,3.9322,3.9019,3.8932,3.8637,3.8513,3.8823,3.8891,3.9484,3.9732,3.9112,3.896,0.8204285714285714,3.8992809523809533
NMC,44,I4-500,2.1,1.6775,5,50,39.94047619047619,3.8913,3.9074,3.913,3.8972,3.8926,3.8771,3.8709,3.887,3.8904,3.9226,3.9335,3.9022,3.8938,3.8625,3.851,3.8829,3.8895,3.9539,3.9753,3.9133,3.8969,0.7988095238095237,3.900204761904763
NMC,49,J1-400,2.1,1.7234,5,50,41.03333333333333,3.8919,3.9071,3.913,3.8978,3.8932,3.8774,3.8721,3.8879,3.891,3.9223,3.9335,3.9025,3.8944,3.8631,3.8519,3.8823,3.8901,3.9527,3.9741,3.9136,3.8972,0.8206666666666667,3.900433333333333
NMC,5,D3-500,2.1,1.6421,5,50,39.09761904761904,3.8916,3.9078,3.9133,3.8978,3.8929,3.8771,3.8709,3.8873,3.8907,3.9223,3.9347,3.9028,3.8944,3.864,3.8507,3.8823,3.8898,3.9543,3.9775,3.9146,3.8972,0.7819523809523808,3.900666666666666
NMC,59,J3-300,2.1,1.7594,5,50,41.890476190476186,3.8922,3.9084,3.914,3.8978,3.8938,3.8774,3.8718,3.8879,3.8913,3.9239,3.935,3.9034,3.8947,3.8628,3.851,3.8833,3.8904,3.9536,3.9772,3.913,3.8972,0.8378095238095238,3.9009571428571426
NMC,31,H4-300,2.1,1.757,5,50,41.83333333333333,3.8926,3.9084,3.914,3.8984,3.8941,3.8795,3.8724,3.8882,3.8913,3.9229,3.9341,3.9037,3.8953,3.8637,3.8523,3.8836,3.8907,3.9536,3.9756,3.914,3.8978,0.8366666666666666,3.9012476190476186
NMC,61,J3-500,2.1,1.4958,5,45,32.05285714285714,3.8935,3.9105,3.9167,3.8994,3.895,3.8783,3.8718,3.8891,3.8926,3.9251,3.9388,3.9046,3.896,3.8622,3.8501,3.8833,3.8916,3.9574,3.9837,3.9161,3.8988,0.7122857142857143,3.9026
NMC,55,J2-400,2.1,1.7164,5,50,40.86666666666666,3.8938,3.9105,3.9164,3.8997,3.895,3.8783,3.8721,3.8891,3.8926,3.9264,3.9381,3.9043,3.8963,3.8622,3.8507,3.8833,3.8916,3.9592,3.9818,3.9161,3.8991,0.8173333333333332,3.9026952380952387
NMC,39,I3-500,2.1,1.6856,5,50,40.13333333333333,3.8944,3.9112,3.9164,3.9,3.896,3.8802,3.8733,3.8898,3.8932,3.927,3.9375,3.9046,3.8972,3.8643,3.8529,3.886,3.8922,3.9592,3.98,3.9146,3.9,0.8026666666666666,3.9033333333333333
NMC,66,J4-500,2.1,1.4674,5,45,31.444285714285712,3.8953,3.9115,3.918,3.9019,3.8966,3.8805,3.874,3.8898,3.8941,3.9264,3.9394,3.9071,3.8978,3.8653,3.8532,3.8848,3.8932,3.9567,3.9834,3.9192,3.9009,0.6987619047619047,3.9042428571428576
NMC,57,J2-600,2.1,1.4437,5,45,30.936428571428568,3.895,3.913,3.9195,3.9015,3.8966,3.8783,3.8718,3.8901,3.8938,3.9291,3.9431,3.9084,3.8978,3.8634,3.8485,3.8851,3.8926,3.966,3.9905,3.9189,3.9009,0.6874761904761905,3.9049476190476184
NMC,60,J3-400,2.1,1.6817,5,50,40.040476190476184,3.8969,3.913,3.9189,3.9031,3.8984,3.8826,3.8771,3.8932,3.8966,3.9285,3.94,3.9084,3.8997,3.8684,3.8566,3.8888,3.8957,3.9592,3.9818,3.9192,3.9025,0.8008095238095237,3.9061238095238093
NMC,27,H3-500,2.1,1.6369,5,50,38.97380952380952,3.8975,3.914,3.9192,3.9031,3.8988,3.8823,3.8767,3.8929,3.8966,3.9298,3.9403,3.9078,3.9,3.8674,3.8557,3.8891,3.8953,3.9611,3.9831,3.9174,3.9028,0.7794761904761904,3.9062333333333337
NMC,22,E4-500,2.1,1.6562,5,50,39.43333333333332,3.8988,3.9143,3.9198,3.9046,3.9003,3.8851,3.8795,3.8947,3.8981,3.9285,3.9403,3.9099,3.9012,3.8709,3.8594,3.8901,3.8975,3.9592,3.9812,3.9214,3.904,0.7886666666666666,3.907561904761905
NMC,12,D4-600,2.1,1.6112,5,50,38.36190476190476,3.9019,3.9161,3.9229,3.9078,3.9034,3.8882,3.882,3.8972,3.9006,3.9304,3.9431,3.9124,3.9046,3.8749,3.8619,3.8929,3.8997,3.9595,3.984,3.9229,3.9074,0.7672380952380952,3.9101809523809514
NMC,67,J4-600,2.1,1.3856,5,45,29.69142857142857,3.9015,3.918,3.9251,3.9084,3.9031,3.8876,3.8798,3.8966,3.9006,3.9341,3.9474,3.9143,3.9043,3.8709,3.8578,3.8907,3.8994,3.966,3.9927,3.9276,3.9071,0.6598095238095237,3.9110952380952373
NMC,32,H4-400,2.1,1.6401,5,50,39.05,3.9034,3.9189,3.9248,3.909,3.9046,3.8888,3.8826,3.8984,3.9025,3.9344,3.9462,3.9146,3.9059,3.8749,3.8622,3.8941,3.9015,3.9639,3.9884,3.9251,3.9084,0.7809999999999999,3.912028571428571
NMC,33,H4-500,2.1,1.4317,5,45,30.679285714285715,3.9028,3.9186,3.9267,3.9093,3.9043,3.8876,3.8805,3.8975,3.9015,3.9363,3.9496,3.9152,3.9056,3.8715,3.8581,3.8926,3.9003,3.9685,3.9955,3.9279,3.9087,0.6817619047619047,3.9123142857142854
NMC,65,J4-400,2.1,1.6412,5,50,39.076190476190476,3.905,3.9205,3.9264,3.9115,3.9065,3.891,3.8851,3.9006,3.904,3.935,3.9468,3.9164,3.9074,3.8771,3.8653,3.8953,3.9034,3.9626,3.9884,3.9276,3.9105,0.7815238095238095,3.9136380952380954
NMC,40,I3-600,2.1,1.6119,5,50,38.378571428571426,3.905,3.9217,3.927,3.9105,3.9065,3.8895,3.8836,3.9,3.9037,3.9378,3.9481,3.9152,3.9078,3.8736,3.8631,3.8963,3.9028,3.9698,3.9908,3.9251,3.9102,0.7675714285714286,3.9137190476190478
NMC,56,J2-500,2.1,1.5775,5,50,37.55952380952381,3.9056,3.9226,3.9288,3.9121,3.9074,3.8904,3.8839,3.9006,3.9043,3.9391,3.9508,3.9167,3.9084,3.8743,3.8619,3.8953,3.9034,3.9704,3.9955,3.9276,3.9112,0.7511904761904761,3.91477619047619
NMC,45,I4-600,2.1,1.5797,5,50,37.61190476190476,3.9062,3.9226,3.9285,3.9124,3.9078,3.8916,3.8857,3.9022,3.9056,3.9384,3.9499,3.9177,3.909,3.8761,3.865,3.8978,3.9046,3.9688,3.9927,3.9282,3.9121,0.7522380952380953,3.915376190476191
NMC,17,E3-600,2.1,1.5726,5,50,37.442857142857136,3.9074,3.9229,3.9291,3.9136,3.909,3.895,3.8879,3.9034,3.9071,3.9381,3.9493,3.9189,3.9102,3.8795,3.8678,3.8991,3.9062,3.967,3.9908,3.9295,3.913,0.7488571428571428,3.9164190476190477
NMC,50,J1-500,2.1,1.6197,5,50,38.56428571428571,3.9109,3.926,3.9322,3.9171,3.9124,3.8969,3.8907,3.9062,3.9099,3.9412,3.9527,3.9214,3.9133,3.8823,3.8709,3.9015,3.909,3.9713,3.9936,3.9326,3.9164,0.7712857142857142,3.91945238095238
NMC,62,J3-600,2.1,1.301,5,45,27.878571428571426,3.9096,3.9273,3.9341,3.9167,3.9112,3.8941,3.8867,3.9046,3.9084,3.9425,3.9577,3.922,3.9124,3.8786,3.8637,3.8994,3.9074,3.9781,4.0054,3.9344,3.9155,0.6195238095238095,3.9195142857142846
NMC,23,E4-600,2.1,1.5474,5,50,36.84285714285714,3.9124,3.9282,3.9341,3.9186,3.9136,3.8984,3.8922,3.9084,3.9121,3.9428,3.9552,3.9236,3.9152,3.8836,3.8721,3.904,3.9112,3.9716,3.9973,3.9357,3.918,0.7368571428571429,3.921347619047618
NMC,28,H3-600,2.1,1.5406,5,50,36.68095238095238,3.9143,3.931,3.9366,3.9198,3.9155,3.8984,3.8929,3.9093,3.913,3.9471,3.9586,3.9248,3.9167,3.8845,3.8715,3.905,3.9118,3.9797,4.0023,3.9366,3.9198,0.7336190476190476,3.9232952380952377
NMC,6,D3-600,2.1,1.5016,5,50,35.75238095238095,3.9146,3.931,3.9375,3.9214,3.9161,3.9006,3.8932,3.9096,3.914,3.9468,3.9598,3.927,3.9177,3.8854,3.8721,3.905,3.913,3.9791,4.0045,3.9384,3.9205,0.715047619047619,3.924157142857144
NMC,34,H4-600,2.1,1.286,5,45,27.557142857142857,3.9152,3.9316,3.94,3.9223,3.9171,3.8988,3.8919,3.9099,3.914,3.9505,3.9639,3.9291,3.9186,3.8823,3.8687,3.9046,3.913,3.9853,4.0119,3.9419,3.9217,0.6123809523809524,3.925347619047619
NMC,51,J1-600,2.1,1.469,5,50,34.976190476190474,3.9211,3.9366,3.9434,3.9276,3.9226,3.9071,3.9003,3.9164,3.9202,3.953,3.9651,3.9335,3.9242,3.8913,3.8792,3.9118,3.9192,3.9831,4.0082,3.9443,3.927,0.6995238095238095,3.930247619047619
NMC,61,J3-500,2.1,1.4958,5,50,35.614285714285714,3.927,3.9434,3.9499,3.9332,3.9285,3.913,3.9056,3.922,3.926,3.958,3.9719,3.9388,3.9295,3.8963,3.8839,3.9174,3.9251,3.9893,4.0166,3.9508,3.9326,0.7122857142857143,3.936133333333333
NMC,57,J2-600,2.1,1.4437,5,50,34.37380952380953,3.9304,3.9484,3.9549,3.9375,3.9322,3.9143,3.9074,3.9251,3.9288,3.9654,3.9781,3.9434,3.9332,3.8972,3.8842,3.9192,3.9279,3.9986,4.0259,3.9555,3.9366,0.6874761904761905,3.940199999999999
NMC,66,J4-500,2.1,1.4674,5,50,34.93809523809524,3.9319,3.9477,3.9543,3.9384,3.9335,3.9177,3.9109,3.9267,3.9307,3.9623,3.976,3.9443,3.9347,3.9028,3.8901,3.922,3.9298,3.993,4.0194,3.957,3.9375,0.6987619047619047,3.9409857142857128
NMC,33,H4-500,2.1,1.4317,5,50,34.088095238095235,3.9378,3.9549,3.9617,3.945,3.9397,3.9223,3.9155,3.9322,3.9366,3.971,3.9843,3.9512,3.9406,3.9084,3.8932,3.927,3.9357,4.0032,4.0305,3.9639,3.944,0.6817619047619047,3.9475571428571423
NMC,67,J4-600,2.1,1.3856,5,50,32.99047619047619,3.94,3.957,3.9636,3.9474,3.9422,3.9254,3.9183,3.935,3.9391,3.9713,3.9862,3.9543,3.9434,3.9102,3.8963,3.9295,3.9378,4.002,4.0318,3.967,3.9462,0.6598095238095237,3.9497142857142857
NMC,62,J3-600,2.1,1.301,5,50,30.976190476190474,3.9477,3.9651,3.9729,3.9549,3.9496,3.9326,3.9248,3.9425,3.9468,3.9818,3.9967,3.9614,3.9512,3.9158,3.9019,3.9369,3.9456,4.015,4.0451,3.9753,3.9543,0.6195238095238095,3.9579952380952386
NMC,34,H4-600,2.1,1.286,5,50,30.619047619047617,3.9546,3.9722,3.9797,3.9623,3.9564,3.9388,3.931,3.949,3.9533,3.989,4.0039,3.9688,3.9583,3.9226,3.9078,3.9425,3.9521,4.0206,4.0528,3.984,3.9614,0.6123809523809524,3.9648142857142856
